loan_id,no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_status
1936,4, Not Graduate, Yes,5100000,18600000,20,312,9600000,6000000,16500000,5500000, Rejected
1937,5, Graduate, Yes,1700000,6500000,14,587,1100000,1000000,6400000,1500000, Approved
1938,4, Graduate, Yes,3400000,11800000,20,616,5000000,3300000,9900000,2900000, Approved
1939,1, Not Graduate, No,5400000,19400000,8,800,800000,6100000,19500000,3000000, Approved
1940,2, Graduate, No,7600000,24800000,12,564,14000000,6200000,24700000,6700000, Approved
1941,5, Not Graduate, Yes,2500000,9400000,16,735,0,2200000,9500000,1700000, Approved
1942,5, Not Graduate, No,9000000,23900000,12,658,5700000,4600000,32100000,6100000, Approved
1943,5, Graduate, No,8300000,31800000,16,858,24600000,11100000,26300000,8500000, Approved
1944,0, Not Graduate, Yes,3100000,8500000,8,614,1700000,4600000,11000000,3300000, Approved
1945,2, Graduate, Yes,8500000,25600000,16,714,11400000,14800000,17200000,5700000, Approved
1946,4, Graduate, Yes,2800000,5500000,8,875,6900000,4000000,6000000,3300000, Approved
1947,5, Graduate, Yes,2800000,10900000,6,359,5000000,3300000,7600000,3000000, Rejected
1948,2, Not Graduate, No,8600000,33300000,16,375,19600000,11200000,25500000,11200000, Rejected
1949,3, Graduate, No,4700000,9600000,10,545,5200000,7200000,12000000,5300000, Rejected
1950,5, Not Graduate, Yes,1100000,3900000,4,891,1100000,200000,3400000,900000, Approved
1951,0, Graduate, No,4300000,9900000,4,696,12400000,2100000,17000000,2100000, Approved
1952,5, Not Graduate, Yes,2900000,11100000,4,683,1700000,3900000,9400000,3300000, Approved
1953,3, Not Graduate, Yes,900000,2500000,20,529,900000,300000,3200000,700000, Rejected
1954,2, Not Graduate, Yes,5600000,16700000,14,856,400000,10200000,14700000,5200000, Approved
1955,3, Not Graduate, No,9100000,19300000,12,696,26200000,7700000,30100000,13300000, Approved
1956,4, Graduate, No,2300000,5400000,16,490,6200000,3700000,5500000,2100000, Rejected
1957,1, Graduate, Yes,500000,1800000,8,877,100000,200000,1100000,600000, Approved
1958,3, Not Graduate, Yes,2500000,7700000,10,768,4500000,400000,8000000,2600000, Approved
1959,3, Graduate, Yes,500000,900000,12,538,0,700000,1500000,300000, Rejected
1960,4, Not Graduate, No,6900000,18000000,8,347,16400000,9300000,18300000,8700000, Rejected
1961,0, Graduate, Yes,1800000,5200000,16,317,4900000,1500000,4000000,1300000, Rejected
1962,0, Graduate, Yes,4000000,14500000,2,713,6200000,4900000,12200000,4700000, Approved
1963,5, Graduate, No,900000,3200000,10,803,1600000,1700000,2300000,800000, Approved
1964,5, Graduate, Yes,6900000,19400000,6,801,10100000,9400000,17000000,5500000, Approved
1965,3, Not Graduate, No,8800000,30700000,12,707,15000000,100000,32800000,8000000, Approved
1966,1, Graduate, No,2600000,7200000,8,349,5900000,1400000,9400000,3000000, Rejected
1967,1, Not Graduate, Yes,9100000,31400000,4,304,14100000,16700000,30200000,9600000, Approved
1968,1, Graduate, No,1700000,6700000,16,537,4300000,2900000,3500000,1100000, Rejected
1969,5, Graduate, No,9400000,36800000,10,509,20700000,7400000,22400000,6300000, Rejected
1970,5, Not Graduate, No,6200000,16400000,6,360,900000,7200000,22400000,6300000, Rejected
1971,1, Graduate, No,8300000,31800000,16,818,23400000,7400000,32200000,8500000, Approved
1972,1, Graduate, Yes,6500000,14800000,12,360,3500000,2100000,15000000,7300000, Rejected
1973,3, Graduate, Yes,8100000,26700000,10,895,5100000,9800000,17100000,9900000, Approved
1974,2, Not Graduate, No,4900000,13500000,8,328,10500000,8100000,18300000,3400000, Rejected
1975,4, Graduate, No,9100000,26600000,2,812,23300000,11900000,33100000,10400000, Approved
1976,3, Graduate, Yes,9000000,33100000,16,456,23800000,7000000,26000000,7100000, Rejected
1977,3, Graduate, No,4900000,12800000,14,653,7300000,1000000,13000000,7200000, Approved
1978,0, Not Graduate, Yes,3900000,14100000,20,811,5700000,3600000,10500000,5300000, Approved
1979,4, Graduate, No,9700000,26900000,10,460,11400000,3900000,31400000,9300000, Rejected
1980,0, Not Graduate, No,9800000,20100000,16,606,6200000,800000,37300000,8700000, Approved
1981,1, Not Graduate, No,5100000,14200000,6,451,6100000,7600000,11400000,5600000, Rejected
1982,5, Not Graduate, Yes,4700000,11800000,4,639,3600000,700000,9400000,5500000, Approved
1983,3, Not Graduate, Yes,5300000,20800000,6,487,9700000,3400000,18500000,4200000, Rejected
1984,2, Graduate, No,5300000,16700000,18,339,4600000,3300000,12000000,4100000, Rejected
1985,2, Not Graduate, No,1400000,3100000,4,881,3700000,400000,5000000,1100000, Approved
1986,4, Not Graduate, No,4400000,17200000,4,563,4100000,3700000,12700000,2900000, Approved
1987,4, Graduate, No,8400000,28700000,14,878,23400000,8300000,23900000,8600000, Approved
1988,2, Not Graduate, Yes,2100000,6800000,12,795,6100000,1900000,7200000,2400000, Approved
1989,2, Graduate, No,5200000,16200000,12,890,10500000,9600000,15800000,3900000, Approved
1990,3, Graduate, No,4700000,9800000,14,444,8200000,300000,15700000,3800000, Rejected
1991,3, Graduate, Yes,500000,1900000,18,618,-100000,600000,1000000,400000, Approved
1992,4, Graduate, No,4800000,10800000,12,833,3000000,4000000,16400000,7100000, Approved
1993,3, Graduate, Yes,8900000,19300000,12,767,12000000,2200000,24700000,7700000, Approved
1994,1, Graduate, Yes,1800000,4000000,16,747,700000,200000,4600000,900000, Approved
1995,2, Graduate, No,3000000,7000000,4,588,5300000,3400000,11900000,3400000, Approved
1996,4, Not Graduate, No,7700000,24500000,20,582,9800000,6600000,29100000,6500000, Approved
1997,1, Not Graduate, No,8300000,20400000,14,348,5600000,12500000,29100000,4700000, Rejected
1998,2, Graduate, Yes,9400000,30000000,16,565,1200000,3900000,28200000,9000000, Approved
1999,1, Graduate, No,800000,2400000,16,872,2400000,1200000,1900000,900000, Approved
2000,0, Graduate, Yes,500000,1300000,4,825,600000,0,1800000,200000, Approved
2001,2, Graduate, Yes,6100000,22300000,8,694,16200000,10900000,22900000,7200000, Approved
2002,3, Graduate, Yes,8500000,30800000,20,448,23000000,1400000,22900000,7900000, Rejected
2003,3, Not Graduate, No,8700000,17900000,12,897,16400000,3500000,31600000,12500000, Approved
2004,1, Not Graduate, Yes,2300000,5500000,6,861,1600000,1200000,4700000,1700000, Approved
2005,4, Not Graduate, Yes,7100000,19400000,16,363,17900000,2600000,22600000,4000000, Rejected
2006,1, Not Graduate, Yes,8800000,28600000,8,631,11000000,13200000,25000000,7700000, Approved
2007,2, Not Graduate, No,8400000,20700000,6,513,500000,16400000,18800000,7900000, Rejected
2008,1, Graduate, No,6900000,19500000,2,809,6100000,10600000,22900000,9300000, Approved
2009,3, Not Graduate, No,2400000,8200000,10,531,6800000,1900000,5700000,2000000, Rejected
2010,0, Graduate, No,3500000,7800000,14,366,6400000,3000000,13700000,4900000, Rejected
2011,2, Not Graduate, Yes,7000000,22500000,12,632,12500000,4600000,20400000,4900000, Approved
2012,4, Graduate, No,6900000,16500000,8,426,3900000,5200000,18300000,9000000, Rejected
2013,0, Graduate, No,7500000,25100000,14,877,21000000,11400000,16900000,10700000, Approved
2014,5, Not Graduate, No,9200000,28000000,8,527,18700000,7700000,24400000,6400000, Rejected
2015,1, Graduate, No,4600000,12700000,8,468,10400000,0,14500000,3900000, Rejected
2016,2, Graduate, No,4500000,17200000,6,832,2700000,8500000,10900000,6700000, Approved
2017,0, Graduate, No,7900000,22700000,18,508,6600000,7000000,31600000,8900000, Rejected
2018,4, Not Graduate, No,200000,500000,16,765,600000,100000,600000,100000, Approved
2019,3, Not Graduate, No,6900000,17100000,4,694,4200000,6100000,27000000,6000000, Approved
2020,4, Graduate, No,1000000,3900000,10,701,2200000,1000000,4000000,900000, Approved
2021,4, Graduate, Yes,9700000,33300000,12,784,14600000,15800000,37900000,6500000, Approved
2022,4, Not Graduate, Yes,1300000,3400000,2,763,3800000,200000,5100000,1400000, Approved
2023,1, Not Graduate, Yes,7900000,19100000,2,593,20800000,12200000,26100000,7800000, Approved
2024,0, Not Graduate, No,3800000,13300000,6,655,9600000,0,8600000,2600000, Approved
2025,3, Not Graduate, No,8700000,24700000,8,369,4000000,800000,31100000,4800000, Rejected
2026,1, Not Graduate, No,9100000,24000000,20,353,25100000,9200000,26100000,10900000, Rejected
2027,1, Not Graduate, Yes,5000000,16900000,12,517,2200000,1500000,15500000,5400000, Rejected
2028,5, Graduate, Yes,9700000,24700000,18,648,15100000,600000,25200000,6800000, Approved
2029,1, Graduate, No,4100000,9100000,20,550,9900000,5200000,10800000,4800000, Approved
2030,4, Graduate, Yes,600000,1400000,4,761,800000,500000,2100000,300000, Approved
2031,1, Graduate, Yes,7800000,23300000,6,620,3500000,2100000,22200000,7600000, Approved
2032,4, Graduate, No,9300000,34900000,6,837,27400000,800000,21400000,8500000, Approved
2033,4, Not Graduate, Yes,4300000,16100000,18,849,3800000,6600000,17100000,6400000, Approved
2034,3, Graduate, No,1100000,2100000,8,737,2900000,2000000,2500000,900000, Approved
2035,2, Graduate, No,6500000,16200000,10,809,14000000,4700000,13200000,8600000, Approved
2036,3, Not Graduate, No,6400000,23000000,8,520,12100000,11400000,16000000,3800000, Rejected
2037,2, Not Graduate, No,7400000,22500000,16,834,6400000,12600000,15700000,6000000, Approved
2038,1, Not Graduate, Yes,7400000,17200000,8,899,16500000,8700000,16700000,4900000, Approved
2039,1, Not Graduate, No,4900000,12500000,2,636,14200000,6400000,13900000,5000000, Approved
2040,0, Graduate, Yes,1000000,2800000,12,616,700000,700000,3900000,700000, Approved
2041,2, Not Graduate, Yes,2100000,6900000,2,566,700000,1500000,8100000,1000000, Approved
2042,4, Not Graduate, No,6200000,21900000,12,462,9400000,2000000,16600000,8300000, Rejected
2043,3, Not Graduate, Yes,5100000,10300000,12,839,13400000,5400000,10700000,7500000, Approved
2044,3, Graduate, Yes,5300000,17900000,2,580,10200000,6400000,11600000,3600000, Approved
2045,3, Graduate, No,900000,2800000,10,560,2700000,300000,1900000,1300000, Approved
2046,3, Graduate, Yes,7800000,20000000,14,727,4600000,7200000,17300000,8600000, Approved
2047,3, Graduate, Yes,2100000,7400000,14,656,5600000,400000,5200000,2800000, Approved
2048,0, Not Graduate, Yes,8300000,17500000,20,643,24800000,8900000,18800000,5100000, Approved
2049,2, Not Graduate, Yes,4400000,16800000,4,307,12800000,7200000,9700000,5800000, Approved
2050,2, Not Graduate, No,2300000,5000000,16,588,2000000,3500000,7000000,1500000, Approved
2051,0, Not Graduate, Yes,9300000,29400000,10,351,24200000,6800000,35800000,6100000, Rejected
2052,5, Not Graduate, No,5900000,16400000,12,891,10200000,10400000,19600000,4700000, Approved
2053,5, Not Graduate, Yes,1900000,4900000,4,442,3200000,2100000,5800000,900000, Rejected
2054,0, Not Graduate, No,6900000,19500000,20,686,2300000,8700000,16400000,6200000, Approved
2055,1, Graduate, No,700000,1400000,6,759,1000000,500000,2600000,700000, Approved
2056,4, Not Graduate, No,5500000,20200000,14,611,13700000,5700000,15100000,7200000, Approved
2057,3, Graduate, No,2600000,6300000,10,783,6500000,2400000,6500000,2600000, Approved
2058,1, Not Graduate, No,6300000,17800000,12,770,6000000,3000000,17000000,3200000, Approved
2059,3, Not Graduate, No,7600000,26300000,18,580,19100000,14600000,25500000,5100000, Approved
2060,1, Graduate, No,8200000,17500000,4,609,4500000,5600000,24100000,7700000, Approved
2061,3, Not Graduate, Yes,9200000,23200000,8,380,13100000,15500000,18900000,6100000, Rejected
2062,3, Graduate, No,3800000,12100000,20,364,4100000,5100000,11600000,3000000, Rejected
2063,5, Graduate, No,4700000,14400000,16,884,9900000,4400000,9300000,3800000, Approved
2064,5, Graduate, Yes,3900000,12700000,8,886,3500000,5800000,14900000,5400000, Approved
2065,2, Graduate, No,2200000,8300000,6,596,4700000,3000000,8500000,1800000, Approved
2066,3, Graduate, No,9100000,19900000,2,711,2200000,17900000,24300000,13000000, Approved
2067,0, Not Graduate, Yes,3300000,8900000,2,418,4200000,6000000,9300000,3700000, Rejected
2068,3, Graduate, No,7800000,21800000,8,517,7700000,5100000,19500000,9100000, Rejected
2069,2, Graduate, No,5300000,13200000,10,500,4700000,9800000,20400000,2900000, Rejected
2070,1, Not Graduate, No,7900000,20800000,18,538,10000000,9700000,29900000,10600000, Rejected
2071,1, Graduate, No,1000000,3000000,18,614,1800000,1700000,3700000,700000, Approved
2072,2, Graduate, Yes,7800000,25400000,10,513,22100000,600000,23500000,9800000, Rejected
2073,5, Graduate, Yes,3000000,8800000,14,402,5600000,5300000,8600000,4200000, Rejected
2074,4, Not Graduate, No,6600000,25400000,12,622,9200000,3500000,19900000,7500000, Approved
2075,2, Graduate, No,7100000,16500000,14,857,3700000,10700000,18500000,8200000, Approved
2076,2, Graduate, No,5100000,19100000,8,457,13200000,5100000,16400000,7600000, Rejected
2077,3, Not Graduate, Yes,7600000,29300000,8,843,21500000,3000000,22800000,11200000, Approved
2078,2, Graduate, Yes,9700000,35100000,20,612,13400000,13500000,38200000,6500000, Approved
2079,0, Not Graduate, Yes,5800000,12600000,2,859,13500000,4700000,21200000,4500000, Approved
2080,5, Not Graduate, No,700000,2800000,2,561,900000,400000,1900000,800000, Approved
2081,3, Graduate, No,2300000,5600000,18,420,1300000,600000,6700000,2100000, Rejected
2082,1, Graduate, No,7700000,17100000,14,603,11100000,12100000,30300000,7100000, Approved
2083,3, Not Graduate, No,7400000,23500000,2,460,20600000,12200000,25900000,9200000, Approved
2084,4, Not Graduate, Yes,8900000,27100000,18,363,7800000,9600000,25400000,12700000, Rejected
2085,4, Graduate, No,5900000,14400000,6,745,15300000,5100000,16500000,3000000, Approved
2086,1, Graduate, No,1600000,3300000,2,513,400000,1300000,4600000,2200000, Rejected
2087,5, Not Graduate, No,1100000,4000000,2,362,1800000,1300000,3500000,1100000, Approved
2088,2, Graduate, Yes,6600000,25600000,6,740,10900000,1900000,18900000,9200000, Approved
2089,1, Graduate, Yes,6400000,16400000,20,555,6000000,2500000,20100000,7400000, Approved
2090,4, Not Graduate, Yes,8200000,17300000,12,588,9700000,1200000,20700000,4800000, Approved
2091,4, Not Graduate, Yes,1400000,3400000,14,835,3100000,100000,4100000,2100000, Approved
2092,4, Not Graduate, No,4000000,15100000,8,800,8700000,6900000,12200000,4400000, Approved
2093,3, Not Graduate, Yes,6900000,17900000,18,494,7700000,11200000,15400000,8700000, Rejected
2094,4, Graduate, No,9600000,33000000,14,336,5800000,8500000,30100000,4900000, Rejected
2095,3, Not Graduate, Yes,9700000,30800000,18,471,12700000,3800000,37300000,10400000, Rejected
2096,2, Not Graduate, No,1200000,4100000,8,497,2700000,700000,3700000,1300000, Rejected
2097,1, Not Graduate, No,400000,1600000,16,784,800000,700000,700000,100000, Approved
2098,4, Not Graduate, No,3500000,9500000,2,655,9900000,6600000,9400000,3100000, Approved
2099,3, Not Graduate, No,4100000,14100000,8,367,900000,800000,8900000,5300000, Rejected
2100,2, Graduate, Yes,9900000,37300000,8,385,600000,900000,27400000,14200000, Rejected
2101,1, Not Graduate, Yes,3200000,8100000,10,670,9100000,3800000,9200000,1900000, Approved
2102,5, Graduate, Yes,8900000,19100000,20,329,13300000,11400000,29500000,10000000, Rejected
2103,2, Graduate, Yes,7800000,28900000,14,646,1800000,1800000,17700000,11000000, Approved
2104,5, Not Graduate, No,600000,2000000,20,811,300000,400000,1900000,600000, Approved
2105,2, Graduate, No,1100000,2500000,20,615,2800000,1700000,2300000,1300000, Approved
2106,0, Not Graduate, Yes,2100000,8300000,20,765,-100000,3600000,7700000,2100000, Approved
2107,3, Graduate, No,8300000,17700000,16,848,10500000,1100000,18700000,5900000, Approved
2108,3, Graduate, No,9800000,28300000,2,715,19500000,9600000,28800000,9200000, Approved
2109,0, Not Graduate, No,200000,600000,12,683,400000,200000,400000,0, Approved
2110,5, Not Graduate, No,7800000,27000000,6,728,4400000,13100000,18500000,7400000, Approved
2111,4, Graduate, Yes,5600000,16500000,20,692,14500000,7800000,18000000,7400000, Approved
2112,3, Graduate, Yes,1300000,4300000,18,412,600000,900000,5200000,1200000, Rejected
2113,0, Not Graduate, No,2700000,8400000,14,610,900000,1900000,6100000,2800000, Approved
2114,5, Graduate, Yes,800000,1800000,8,881,300000,1100000,2600000,400000, Approved
2115,5, Graduate, Yes,3800000,10300000,16,606,7700000,1900000,9900000,2700000, Approved
2116,4, Graduate, Yes,400000,1400000,2,496,400000,200000,1100000,400000, Approved
2117,3, Graduate, No,7500000,22200000,8,741,6600000,6900000,17600000,11000000, Approved
2118,5, Graduate, No,3300000,9100000,18,697,8800000,1800000,11300000,2600000, Approved
2119,3, Not Graduate, Yes,1500000,5100000,14,837,4100000,1000000,3300000,1400000, Approved
2120,0, Not Graduate, No,9100000,30100000,8,322,26200000,9500000,18800000,5900000, Rejected
2121,0, Not Graduate, No,2200000,7500000,2,333,3400000,600000,6200000,1500000, Approved
2122,2, Graduate, Yes,5600000,15800000,16,748,10300000,100000,21700000,6300000, Approved
2123,3, Not Graduate, No,1800000,5600000,20,860,1900000,1700000,4300000,900000, Approved
2124,1, Graduate, Yes,3100000,11500000,4,871,1500000,2400000,7100000,3600000, Approved
2125,4, Graduate, No,1100000,4000000,14,887,2400000,1500000,4200000,1600000, Approved
2126,1, Graduate, Yes,6000000,13400000,12,731,1300000,4300000,21300000,6900000, Approved
2127,3, Not Graduate, No,4100000,14100000,10,300,7600000,2100000,8400000,2200000, Rejected
2128,0, Not Graduate, Yes,8900000,27700000,6,372,18200000,14900000,33700000,6100000, Rejected
2129,3, Graduate, Yes,7400000,18300000,4,348,14300000,12600000,17900000,9800000, Rejected
2130,5, Graduate, Yes,9700000,22600000,16,346,23500000,12900000,26800000,13000000, Rejected
2131,3, Graduate, Yes,3000000,7500000,6,881,1400000,4500000,6100000,2300000, Approved
